Manufacturer,Model,Model Year,vehicle_age,mileage_km,km_per_year,Fuel Type,Transmission,Condition,body_type,engine_cc,is_luxury,Colour,location,price_lkr
Perodua,Axia,2016,8,86000.0,9555.555555555555,Petrol,Automatic,Used,Hatchback,1000,0,white,Kadawatha,5425000.0
Suzuki,Celerio,2018,6,78000.0,11142.857142857143,Petrol,Automatic,Used,Hatchback,1000,0,white,Kadawatha,5790000.0
Suzuki,Wagon R,2014,10,120000.0,10909.09090909091,Petrol,Automatic,Reconditioned,Hatchback,650,0,white,Polonnaruwa,5475000.0
Micro,Panda,2013,11,130000.0,10833.333333333334,Petrol,Manual,Used,Hatchback,1000,0,black,Horana Find Out More,2550000.0
Toyota,Aqua,2023,1,20000.0,10000.0,Hybrid,Automatic,Reconditioned,Hatchback,1500,0,gray,Balapitiya,15000000.0
Suzuki,Alto,2001,23,147467.5,6144.479166666667,Petrol,Manual,Used,Hatchback,800,0,red,Kurunegala Find Out More,2700000.0
Nissan,Sunny,1994,30,1200.0,38.70967741935484,Petrol,Manual,Used,Saloon,1500,0,gray,Kurunegala,3300000.0
Mitsubishi,Lancer,2008,16,91000.0,5352.941176470588,Petrol,Manual,Used,Sedan,1300,0,silver,Ambalangoda,5990000.0
Micro,Panda,2012,12,150000.0,11538.461538461539,Petrol,Manual,Used,Hatchback,1300,0,red,Kolonnawa,2800000.0
Suzuki,Maruti,2000,24,28500.0,1140.0,Petrol,Manual,Used,Hatchback,800,0,maroon,Elpitiya,1650000.0
Suzuki,Alto,2015,9,78625.0,7862.5,Petrol,Manual,Used,Sedan,800,0,black,Ekala,3750000.0
Suzuki,Wagon R,2003,21,129000.0,5863.636363636364,Petrol,Manual,Used,Hatchback,1100,0,silver,Athurugiriya,2850000.0
Nissan,Sunny,2002,22,170000.0,7391.304347826087,Diesel,Automatic,Reconditioned,Saloon,1500,0,other,Bibile Find Out More,4500000.0
Toyota,Vitz,2007,17,120000.0,6666.666666666667,Petrol,Automatic,Reconditioned,Hatchback,1000,0,silver,Panadura,5250000.0
Honda,City,2001,23,137000.0,5708.333333333333,Petrol,Automatic,Used,Saloon,1500,0,gray,Alutgama,3877000.0
Daihatsu,Taft,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,660,0,green,Wattala Find Out More,7600000.0
Toyota,Axio,2007,17,149850.0,8325.0,Petrol,Automatic,Used,Hatchback,1200,0,gray,Nikaweratiya Find Out More,7250000.0
Micro,MX7,2012,12,68700.0,5284.615384615385,Petrol,Manual,Used,Sedan,1500,0,gray,Piliyandala,3475000.0
Suzuki,Alto,2011,13,131000.0,9357.142857142857,Petrol,Manual,Used,Sedan,800,0,maroon,Avissawella,3000000.0
Toyota,Yaris,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,1000,0,white,Kaduwela Find Out More,9600000.0
Nissan,March,2000,24,160000.0,6400.0,Petrol,Automatic,Used,Station wagon,1000,0,blue,Ratmalana,2850000.0
Daihatsu,Move,2016,8,78000.0,8666.666666666666,Petrol,Automatic,Used,Hatchback,658,0,gray,Gampaha,5995000.0
Nissan,Dayz,2024,0,6600.0,6600.0,Petrol,Automatic,Brand New,Hatchback,660,0,other,Kottawa,7150000.0
Mitsubishi,eK,2023,1,100000.0,50000.0,Hybrid,Automatic,Brand New,Hatchback,660,0,gray,Rajagiriya,7995000.0
Toyota,Belta,2007,17,150000.0,8333.333333333334,Petrol,Automatic,Used,Liftback,990,0,white,Wellampitiya,5975000.0
Toyota,Passo,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,660,0,other,Kottawa,8100000.0
Toyota,Allion,2010,14,195000.0,13000.0,Petrol,Automatic,Used,Saloon,1460,0,other,Athurugiriya,9300000.0
Toyota,Corolla,2008,16,30000.0,1764.7058823529412,Petrol,Automatic,Used,Hatchback,1498,0,other,Maharagama,7150000.0
Mitsubishi,eK,2024,0,1000.0,1000.0,Petrol,Automatic,Brand New,Hatchback,660,0,white,Kottawa,7050000.0
Mitsubishi,eK,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,660,0,black,Kottawa,6975000.0
Toyota,Vitz,2016,8,135000.0,15000.0,Petrol,Automatic,Used,Liftback,990,0,black,Polonnaruwa,6900000.0
Suzuki,Swift,2017,7,125000.0,15625.0,Petrol,Automatic,Used,Liftback,1000,0,red,Panadura,7650000.0
Suzuki,Swift,2010,14,24000.0,1600.0,Petrol,Automatic,Used,Hatchback,1242,0,gray,Maharagama,5990000.0
Tata,Indica,2015,9,120000.0,12000.0,Petrol,Manual,Used,Hatchback,1200,0,maroon,Matale,2800000.0
Suzuki,Alto,2015,9,96000.0,9600.0,Petrol,Manual,Used,Liftback,800,0,red,Maharagama,3900000.0
Suzuki,Alto,2015,9,103000.0,10300.0,Petrol,Manual,Used,Hatchback,796,0,black,Godakawela,3500000.0
Toyota,Axio,2012,12,161000.0,12384.615384615385,Petrol,Automatic,Used,Sedan,1490,0,silver,Nugegoda,8100000.0
Mitsubishi,Lancer,1993,31,200000.0,6250.0,Petrol,Manual,Used,Sedan,1500,0,red,Kuruwita,2850000.0
Honda,Shuttle,2018,6,95000.0,13571.42857142857,Hybrid,Automatic,Used,Hatchback,1500,0,black,Yakkala,12600000.0
Suzuki,Spacia,2016,8,131000.0,14555.555555555555,Petrol,Automatic,Used,Hatchback,660,0,purple,Dehiwala,6385000.0
Suzuki,Wagon R,2018,6,68000.0,9714.285714285714,Hybrid,Automatic,Used,Hatchback,650,0,white,Yakkala,6790000.0
Toyota,Allion,2010,14,121000.0,8066.666666666667,Petrol,Automatic,Used,Saloon,1500,0,maroon,Panadura,8900000.0
Toyota,Vitz,2017,7,42000.0,5250.0,Petrol,Automatic,Used,Hatchback,1000,0,white,Marawila,7500000.0
Honda,N BOX,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,658,0,white,Kandy Find Out More,8900000.0
Toyota,Premio,2005,19,180000.0,9000.0,Petrol,Automatic,Used,Sedan,1496,0,blue,Kandy Find Out More,7600000.0
Nissan,Roox,2016,8,95000.0,10555.555555555555,Petrol,Automatic,Used,Hatchback,659,0,white,Kandy Find Out More,6800000.0
Toyota,Vitz,2007,17,163000.0,9055.555555555555,Petrol,Automatic,Used,Station wagon,1300,0,silver,Badulla,5800000.0
Suzuki,Alto,2015,9,224000.0,22400.0,Petrol,Manual,Used,Liftback,800,0,red,Galle,3400000.0
Toyota,Roomy,2023,1,18000.0,9000.0,Petrol,Automatic,Brand New,Hatchback,1000,0,blue,Negombo,10500000.0
Toyota,Allion,2010,14,150000.0,10000.0,Petrol,Automatic,Used,Saloon,1490,0,maroon,Akarawita,8900000.0
Mercedes Benz,S Class,2014,10,90000.0,8181.818181818182,Petrol,Automatic,Used,Sedan,3000,1,white,Kohuwala,37500000.0
Mercedes Benz,E Class,2015,9,70000.0,7000.0,Diesel,Automatic,Used,Sedan,2000,1,black,Kohuwala,17500000.0
Nissan,March,2002,22,149000.0,6478.260869565217,Petrol,Automatic,Used,Liftback,1000,0,red,Ragama,2950000.0
Toyota,Corolla,1997,27,150000.0,5357.142857142857,Diesel,Automatic,Reconditioned,Saloon,2000,0,white,Piliyandala Find Out More,3500000.0
Nissan,FB 15,2002,22,154000.0,6695.652173913043,Petrol,Automatic,Used,Saloon,1500,0,silver,Anuradhapura,4800000.0
Toyota,Corona,1995,29,120000.0,4000.0,Petrol,Manual,Used,Hatchback,1650,0,navy,Anuradhapura,2550000.0
Perodua,Elite,2011,13,167320.0,11951.42857142857,Petrol,Automatic,Used,Hatchback,1000,0,green,Dompe,4400000.0
Suzuki,Alto,2010,14,126000.0,8400.0,Petrol,Manual,Used,Hatchback,800,0,black,Galle,2800000.0
Nissan,Tiida,2007,17,240000.0,13333.333333333334,Petrol,Automatic,Used,Sedan,1500,0,white,Ja-Ela,5490000.0
KIA,Picanto,2018,6,59000.0,8428.57142857143,Petrol,Automatic,Used,Convertible,1000,0,white,Kalubowila,5975000.0
Toyota,Vitz,2011,13,149000.0,10642.857142857143,Petrol,Automatic,Used,Convertible,1000,0,black,Kalubowila,5750000.0
Suzuki,Swift,2017,7,115000.0,14375.0,Hybrid,Automatic,Used,Liftback,1240,0,red,Raddolugama,7800000.0
Suzuki,Alto,2015,9,110.0,11.0,Petrol,Manual,Used,Hatchback,800,0,red,Hanwella,3750000.0
Nissan,N 16,2003,21,173000.0,7863.636363636364,Petrol,Manual,Used,Saloon,1300,0,silver,Badulla,4200000.0
Suzuki,Wagon R,2024,0,3500.0,3500.0,Hybrid,Automatic,Brand New,Hatchback,650,0,silver,Polonnaruwa Find Out More,7800000.0
Honda,ARIA,2008,16,1234.0,72.58823529411765,Petrol,Automatic,Used,Saloon,1500,0,silver,Ella,5650000.0
Nissan,Sunny,2004,20,225000.0,10714.285714285714,Petrol,Automatic,Used,Convertible,1500,0,white,Kalubowila,4675000.0
Toyota,Premio,2017,7,90000.0,11250.0,Hybrid,Automatic,Used,Hatchback,1500,0,red,Anuradhapura,15500000.0
Toyota,Vitz,2017,7,93000.0,11625.0,Petrol,Automatic,Used,Hatchback,1000,0,black,Boralesgamuwa,7500000.0
Suzuki,Celerio,2016,8,78000.0,8666.666666666666,Petrol,Automatic,Used,Hatchback,1000,0,red,Ragama,4900000.0
Toyota,Roomy,2017,7,69000.0,8625.0,Petrol,Automatic,Used,Hatchback,900,0,silver,Homagama,8000000.0
Suzuki,Estilo,2010,14,115000.0,7666.666666666667,Petrol,Manual,Used,Hatchback,1000,0,brown,Ragama,3525000.0
Suzuki,Estilo,2011,13,89000.0,6357.142857142857,Petrol,Automatic,Used,Hatchback,800,0,brown,Sainthamaruthu,3800000.0
Toyota,Premio,2018,6,76000.0,10857.142857142857,Petrol,Automatic,Used,Saloon,1490,0,white,Dankotuwa,14500000.0
Nissan,FB 15,2001,23,125000.0,5208.333333333333,Petrol,Automatic,Used,Saloon,1490,0,white,Sainthamaruthu,3850000.0
Suzuki,Estilo,2012,12,98000.0,7538.461538461538,Petrol,Manual,Used,Hatchback,1000,0,gold,Ragama,3575000.0
Suzuki,Wagon R,2017,7,64000.0,8000.0,Hybrid,Automatic,Used,Hatchback,650,0,white,Malabe,6675000.0
Toyota,Sprinter,1999,25,302000.0,11615.384615384615,Diesel,Manual,Used,Saloon,2000,0,silver,Dehiwala,3650000.0
Micro,Emgrand 7,2015,9,103000.0,10300.0,Petrol,Automatic,Used,Saloon,1800,0,maroon,Mattakkuliya (Colombo 15),4750000.0
Honda,Fit,2011,13,139000.0,9928.57142857143,Hybrid,Automatic,Used,Hatchback,1330,0,green,Kalpitiya,6800000.0
Toyota,Axio,2018,6,125000.0,17857.14285714286,Hybrid,Automatic,Used,Saloon,1500,0,red,Nugegoda,12500000.0
Toyota,Axio,2014,10,119700.0,10881.818181818182,Petrol,Automatic,Used,Saloon,1500,0,blue,Ja-Ela,9000000.0
Suzuki,Wagon R,2014,10,100000.0,9090.90909090909,Petrol,Automatic,Used,Sedan,650,0,white,Wattala,5550000.0
Suzuki,A Star,2010,14,137000.0,9133.333333333334,Petrol,Manual,Used,Hatchback,998,0,silver,Polgolla,3975000.0
Toyota,Corolla,1974,50,160000.0,3137.2549019607845,Petrol,Manual,Used,Sedan,1167,0,white,Pilimatalawa,485000.0
BMW,M Series,2017,7,65000.0,8125.0,Petrol,Automatic,Used,Saloon,1500,1,white,Cinnamon Garden (Colombo 07),20500000.0
BMW,3 Series,2000,24,139000.0,5560.0,Diesel,Manual,Used,Saloon,2000,1,green,Adampan,6775000.0
Toyota,Corolla,2000,24,198000.0,7920.0,Petrol,Automatic,Used,Sedan,1500,0,white,Athurugiriya,5450000.0
Subaru,XV,2014,10,149000.0,13545.454545454546,Hybrid,Automatic,Used,Hatchback,1995,0,black,Gampaha,8300000.0
Toyota,Passo,2008,16,125000.0,7352.941176470588,Petrol,Automatic,Used,Hatchback,1000,0,silver,Nugegoda,4800000.0
Toyota,Axio,2014,10,128000.0,11636.363636363636,Hybrid,Automatic,Used,Sedan,1500,0,white,Karapitiya,9800000.0
Suzuki,Swift,2003,21,241000.0,10954.545454545454,Petrol,Automatic,Used,Hatchback,1300,0,white,Ampitiya,4300000.0
Nissan,Sunny,1996,28,215000.0,7413.793103448276,Diesel,Automatic,Used,Saloon,1970,0,silver,Matugama,2650000.0
BMW,F30,2017,7,65000.0,8125.0,Petrol,Automatic,Used,Sedan,1500,1,white,Cinnamon Garden (Colombo 07),19500000.0
Honda,Grace,2016,8,121000.0,13444.444444444445,Hybrid,Automatic,Used,Saloon,1490,0,black,Matara,8300000.0
Honda,Grace,2016,8,96000.0,10666.666666666666,Hybrid,Automatic,Used,Saloon,1490,0,red,Kalutara,9000000.0
Toyota,Vios,2005,19,158000.0,7900.0,Petrol,Automatic,Used,Sedan,1500,0,silver,Ragama,4975000.0
Toyota,Premio,2018,6,112000.0,16000.0,Petrol,Automatic,Used,Hatchback,1500,0,white,Anuradhapura,16300000.0
Toyota,Aqua,2013,11,132000.0,11000.0,Hybrid,Automatic,Used,Saloon,1500,0,white,Anuradhapura,7100000.0
Mitsubishi,Lancer,1992,32,250000.0,7575.757575757576,Petrol,Manual,Used,Sedan,1500,0,blue,Battaramulla,3180000.0
Toyota,Yaris,2022,2,22000.0,7333.333333333333,Petrol,Automatic,Brand New,Hatchback,1000,0,white,Borella (Colombo 08),9200000.0
Honda,Civic,2004,20,150000.0,7142.857142857143,Petrol,Automatic,Used,Unknown,1500,0,other,Wellawatta (Colombo 06),5400000.0
Toyota,Yaris,2007,17,170000.0,9444.444444444445,Petrol,Automatic,Used,Sedan,1300,0,white,Athurugiriya,6700700.0
Datsun,Redi Go,2016,8,47200.0,5244.444444444444,Petrol,Manual,Used,Hatchback,800,0,green,Padukka,3350000.0
Suzuki,Celerio,2017,7,92000.0,11500.0,Petrol,Automatic,Used,Hatchback,1000,0,red,Kadawatha,5290000.0
Chery,QQ,2007,17,65900.0,3661.1111111111113,Petrol,Manual,Used,Hatchback,800,0,green,Padukka,1790000.0
Toyota,Aqua,2012,12,175000.0,13461.538461538461,Hybrid,Automatic,Reconditioned,Hatchback,1490,0,orange,Mount Lavinia,6525000.0
Suzuki,Celerio,2015,9,161000.0,16100.0,Petrol,Manual,Used,Hatchback,1000,0,gray,Adampan,4595000.0
Nissan,Sunny,1996,28,235000.0,8103.448275862069,Petrol,Automatic,Used,Hatchback,1300,0,brown,Malabe,2890000.0
Suzuki,Maruti,2000,24,60000.0,2400.0,Petrol,Manual,Used,Hatchback,800,0,black,Malabe,2375000.0
Toyota,Aqua,2014,10,158000.0,14363.636363636364,Hybrid,Automatic,Used,Liftback,1500,0,black,Dehiwala,7750000.0
Suzuki,Wagon R,2018,6,61000.0,8714.285714285714,Petrol,Automatic,Used,Hatchback,650,0,black,Malabe,6890000.0
Perodua,Axia,2017,7,111000.0,13875.0,Petrol,Automatic,Used,Hatchback,1000,0,white,Kadawatha,5790000.0
Suzuki,Maruti,2010,14,84000.0,5600.0,Petrol,Manual,Used,Hatchback,800,0,silver,Kahathuduwa,2430000.0
Suzuki,Spacia,2024,0,6500.0,6500.0,Hybrid,Automatic,Reconditioned,Hatchback,660,0,green,Ambalangoda,8000000.0
Nissan,March,2002,22,100000.0,4347.826086956522,Petrol,Automatic,Used,Hatchback,1240,0,other,Badulla,4490000.0
Toyota,Premio,2007,17,118000.0,6555.555555555556,Petrol,Automatic,Used,Hatchback,1500,0,white,Kandy,7950000.0
Nissan,March,1997,27,165000.0,5892.857142857143,Petrol,Automatic,Used,Hatchback,1000,0,blue,Minuwangoda,3600000.0
Toyota,Premio,2010,14,118000.0,7866.666666666667,Petrol,Automatic,Used,Liftback,1500,0,brown,Kandy,8990000.0
Ford,Laser,1993,31,265000.0,8281.25,Petrol,Manual,Used,Sedan,1300,0,maroon,Wattala,1850000.0
Toyota,Vitz,2013,11,116680.0,9723.333333333334,Petrol,Automatic,Used,Hatchback,990,0,black,Dekatana,7250000.0
Suzuki,Estilo,2010,14,102000.0,6800.0,Petrol,Manual,Used,Hatchback,1000,0,orange,Peradeniya,3550000.0
Honda,Fit,2013,11,85000.0,7083.333333333333,Petrol,Automatic,Used,Hatchback,1500,0,other,Kohuwala,6950000.0
BMW,i Series,2013,11,1500.0,125.0,Petrol,Manual,Used,Hatchback,1000,1,gray,Nugegoda,18275000.0
Honda,Civic,2002,22,280000.0,12173.91304347826,Petrol,Automatic,Used,Hatchback,1500,0,silver,Dehiwala,5600000.0
Toyota,Aqua,2015,9,105000.0,10500.0,Petrol,Automatic,Used,Hatchback,1500,0,white,Kohuwala,8890000.0
Toyota,Aqua,2013,11,114000.0,9500.0,Petrol,Automatic,Used,Convertible,1200,0,black,Kelaniya,7450000.0
Micro,Panda,2012,12,136000.0,10461.538461538461,Petrol,Manual,Used,Hatchback,1500,0,white,Moratuwa Find Out More,2500000.0
Toyota,Starlet,1993,31,140000.0,4375.0,Petrol,Manual,Used,Hatchback,1330,0,white,Homagama,4000000.0
Toyota,Premio,2016,8,176000.0,19555.555555555555,Petrol,Automatic,Used,Sedan,1490,0,white,Andiambalama,13500000.0
Suzuki,Wagon R,2024,0,12400.0,12400.0,Hybrid,Automatic,Used,Station wagon,660,0,brown,Kohuwala,7950000.0
Mazda,6,2016,8,69699.0,7744.333333333333,Petrol,Automatic,Used,Sedan,2488,0,black,Colombo Fort (Colombo 01),12000000.0
Suzuki,Alto,2015,9,119000.0,11900.0,Petrol,Manual,Used,Hatchback,796,0,silver,Delgoda,3900000.0
Nissan,Sunny,2003,21,172000.0,7818.181818181818,Petrol,Manual,Used,Saloon,1300,0,other,Ratmalana,4200000.0
Toyota,Vios,2005,19,180000.0,9000.0,Hybrid,Automatic,Used,Sedan,1500,0,black,Kollupitiya (Colombo 03) Find Out More,4250000.0
Toyota,Premio,2018,6,86000.0,12285.714285714286,Petrol,Automatic,Used,Saloon,1500,0,white,Nattandiya,13200000.0
Suzuki,Alto,2003,21,150000.0,6818.181818181818,Petrol,Automatic,Used,Liftback,660,0,white,Panadura,3495000.0
Perodua,Viva,2011,13,165810.0,11843.57142857143,Petrol,Automatic,Used,Hatchback,1000,0,silver,Galle,4190000.0
Toyota,Belta,2010,14,131000.0,8733.333333333334,Petrol,Automatic,Used,Sedan,1300,0,gray,Wennappuwa,6375000.0
Toyota,Premio,2010,14,118000.0,7866.666666666667,Petrol,Automatic,Used,Liftback,1500,0,brown,Kandy,9050000.0
Suzuki,Alto,2017,7,185000.0,23125.0,Petrol,Manual,Used,Hatchback,796,0,white,Kosgoda,4875000.0
Mercedes Benz,EQB,2024,0,0.0,0.0,Electric,Automatic,Brand New,Hatchback,0,1,blue,Kotahena (Colombo 13),35800000.0
Suzuki,Alto,2015,9,82500.0,8250.0,Petrol,Automatic,Used,Liftback,998,0,blue,Dematagoda (Colombo 09),4500000.0
Nissan,Sunny,2008,16,98000.0,5764.705882352941,Petrol,Automatic,Used,Saloon,1300,0,silver,Kalmunai,6000000.0
Toyota,Corolla,2006,18,190000.0,10000.0,Petrol,Manual,Used,Sedan,1300,0,black,Dodangaslanda,5475000.0
Toyota,Aqua,2015,9,139000.0,13900.0,Petrol,Automatic,Used,Hatchback,1500,0,black,Katugastota,8100000.0
BMW,M Series,2017,7,90000.0,11250.0,Petrol,Automatic,Used,Saloon,2000,1,black,Katugastota,28000000.0
Suzuki,Wagon R,2015,9,120000.0,12000.0,Hybrid,Manual,Used,Sedan,650,0,white,Hambantota,5700000.0
Suzuki,Swift,2005,19,222000.0,11100.0,Petrol,Tiptronic,Used,Hatchback,1500,0,white,Ruwanwella,4290000.0
Suzuki,Wagon R,2014,10,97000.0,8818.181818181818,Petrol,Automatic,Used,Hatchback,658,0,black,Galle,5000000.0
Suzuki,Swift,1998,26,165000.0,6111.111111111111,Petrol,Manual,Used,Liftback,1300,0,blue,Piliyandala,2495000.0
Suzuki,Alto,2015,9,120000.0,12000.0,Petrol,Manual,Used,Liftback,800,0,gray,Nugegoda,3590000.0
Suzuki,Wagon R,2017,7,134000.0,16750.0,Hybrid,Automatic,Used,Hatchback,655,0,black,Kalmunai,5800000.0
Suzuki,Spacia,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,660,0,yellow,Kottawa,7250000.0
Toyota,Axio,2014,10,140000.0,12727.272727272728,Petrol,Automatic,Used,Saloon,1490,0,white,Beruwala,8700000.0
Toyota,Axio,2008,16,197.0,11.588235294117647,Petrol,Automatic,Used,Saloon,1500,0,silver,Godagama,7100000.0
Toyota,Aqua,2012,12,145000.0,11153.846153846154,Petrol,Automatic,Used,Hatchback,1500,0,silver,Mirigama,6650000.0
Mitsubishi,Lancer,1998,26,240000.0,8888.888888888889,Petrol,Automatic,Used,Sedan,1500,0,white,Maharagama,2660000.0
Suzuki,Wagon R,2017,7,73000.0,9125.0,Petrol,Automatic,Used,Hatchback,650,0,black,Anuradhapura,5300000.0
Nissan,Roox,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,660,0,white,Kottawa,7575000.0
Suzuki,Wagon R,2018,6,82000.0,11714.285714285714,Petrol,Automatic,Used,Station wagon,650,0,white,Samanthurai,6900000.0
Toyota,Vitz,2017,7,166000.0,20750.0,Petrol,Automatic,Used,Hatchback,1000,0,silver,Minuwangoda,7500000.0
Toyota,Passo,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,660,0,gray,Kottawa,8200000.0
Toyota,Passo,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,660,0,other,Kottawa,8100000.0
Micro,Panda,2011,13,118000.0,8428.57142857143,Petrol,Manual,Used,Hatchback,1300,0,white,Godagama,2495000.0
Suzuki,Swift,2017,7,77000.0,9625.0,Petrol,Automatic,Used,Hatchback,1000,0,gray,Bandaragama,7950000.0
Toyota,Aqua,2012,12,189000.0,14538.461538461539,Petrol,Manual,Used,Sports,0,0,black,Homagama,6700000.0
Suzuki,Wagon R,2018,6,115000.0,16428.571428571428,Petrol,Automatic,Used,Unknown,650,0,black,Kollupitiya (Colombo 03),6650000.0
Toyota,Aqua,2012,12,173000.0,13307.692307692309,Petrol,Automatic,Used,Sports,1500,0,blue,Kiribathgoda,6600000.0
Perodua,Axia,2017,7,91000.0,11375.0,Petrol,Automatic,Used,Hatchback,1000,0,silver,Kadawatha,5790000.0
Nissan,Dayz,2023,1,7660.0,3830.0,Petrol,Automatic,Reconditioned,Unknown,660,0,blue,Kurunegala,8150000.0
Suzuki,Celerio,2016,8,94000.0,10444.444444444445,Petrol,Automatic,Used,Hatchback,1000,0,red,Kadawatha,4990000.0
Suzuki,Celerio,2018,6,64000.0,9142.857142857143,Petrol,Automatic,Used,Hatchback,1000,0,white,Kadawatha,5725000.0
Perodua,Axia,2017,7,119000.0,14875.0,Petrol,Automatic,Used,Hatchback,1000,0,blue,Kadawatha,5790000.0
Tata,Indica,2015,9,31000.0,3100.0,Petrol,Manual,Used,Hatchback,1200,0,maroon,Adampan,2900000.0
Toyota,Axio,2016,8,120000.0,13333.333333333334,Hybrid,Automatic,Used,Saloon,1500,0,white,Nugegoda,10250000.0
Suzuki,Swift,2004,20,154000.0,7333.333333333333,Petrol,Automatic,Used,Hatchback,1300,0,beige,Panadura,3875000.0
Toyota,Vitz,2015,9,170000.0,17000.0,Petrol,Automatic,Used,Hatchback,1000,0,black,Kadawatha,6600000.0
Perodua,Axia,2016,8,93000.0,10333.333333333334,Petrol,Automatic,Used,Hatchback,1000,0,silver,Kadawatha,5375000.0
Suzuki,Celerio,2016,8,116000.0,12888.888888888889,Petrol,Automatic,Used,Hatchback,1000,0,white,Kadawatha,5050000.0
Toyota,Pixis,2015,9,112438.5,11243.85,Petrol,Automatic,Used,Unknown,650,0,white,Adampan Find Out More,4950000.0
Tata,Indica,2005,19,261000.0,13050.0,Petrol,Manual,Used,Liftback,1200,0,red,Kaduruwela,1750000.0
Suzuki,Alto,2011,13,130000.0,9285.714285714286,Petrol,Manual,Used,Hatchback,990,0,other,Wellawatta (Colombo 06),4100000.0
Tata,Nano,2016,8,120000.0,13333.333333333334,Petrol,Automatic,Used,Hatchback,660,0,red,Adampan,1400000.0
Audi,A3,2023,1,11000.0,5500.0,Hybrid,Tiptronic,Brand New,Sedan,1000,1,white,Ambalangoda,18900000.0
Toyota,Sprinter,2000,24,150000.0,6000.0,Petrol,Automatic,Used,Saloon,1500,0,gray,Athurugiriya Find Out More,4500000.0
Suzuki,Spacia,2024,0,11000.0,11000.0,Petrol,Automatic,Reconditioned,Hatchback,658,0,white,Kurunegala,9800000.0
Toyota,Prius,2008,16,200000.0,11764.70588235294,Hybrid,Automatic,Used,Hatchback,1497,0,blue,Galle,6000000.0
Suzuki,Alto,2016,8,36359.0,4039.8888888888887,Petrol,Tiptronic,Used,Hatchback,660,0,silver,Kottawa,5375000.0
Suzuki,Wagon R,2014,10,183000.0,16636.363636363636,Hybrid,Automatic,Used,Hatchback,660,0,black,Gampaha,5500000.0
Nissan,Sakura,2023,1,9800.0,4900.0,Electric,Automatic,Brand New,Hatchback,20,0,blue,Horana,7850000.0
Nissan,NV100,2016,8,84000.0,9333.333333333334,Petrol,Automatic,Used,Convertible,800,0,white,Dematagoda (Colombo 09),5700000.0
Nissan,NV100,2016,8,89000.0,9888.888888888889,Petrol,Automatic,Used,Convertible,800,0,silver,Dematagoda (Colombo 09),5475000.0
Toyota,Vitz,2017,7,123000.0,15375.0,Petrol,Automatic,Used,Hatchback,1000,0,blue,Nugegoda,7500000.0
Honda,Civic,2017,7,119000.0,14875.0,Petrol,Automatic,Used,Saloon,1000,0,white,Baddegama,12500000.0
Toyota,Corolla,1988,36,467000.0,12621.621621621622,Diesel,Manual,Used,Sedan,1800,0,white,Matara,2800000.0
Toyota,Allion,2004,20,155000.0,7380.952380952381,Petrol,Automatic,Used,Hatchback,1300,0,blue,Adampan Find Out More,8000000.0
Suzuki,Wagon R,2014,10,120500.0,10954.545454545454,Petrol,Automatic,Used,Hatchback,900,0,red,Rambukkana Find Out More,5900000.0
Toyota,Vitz,2016,8,95000.0,10555.555555555555,Petrol,Automatic,Used,Unknown,1000,0,black,Ratnapura Find Out More,6950000.0
Suzuki,Spacia,2017,7,95000.0,11875.0,Petrol,Automatic,Used,Station wagon,650,0,white,Homagama,6700000.0
Suzuki,Celerio,2016,8,114000.0,12666.666666666666,Petrol,Tiptronic,Used,Unknown,1000,0,white,Piliyandala,4900000.0
Suzuki,Alto,2012,12,136000.0,10461.538461538461,Petrol,Manual,Used,Hatchback,800,0,other,Kaduruwela Find Out More,3100000.0
Toyota,Vitz,2007,17,149850.0,8325.0,Petrol,Automatic,Used,Hatchback,1300,0,black,Kottawa Find Out More,6000000.0
Suzuki,Wagon R,2015,9,112438.5,11243.85,Petrol,Automatic,Used,Liftback,900,0,other,Dedunupitiya Find Out More,6500000.0
Renault,KWID,2018,6,76000.0,10857.142857142857,Petrol,Automatic,Used,Hatchback,1300,0,other,Mamaduwa Find Out More,3800000.0
Suzuki,Maruti,2010,14,125500.0,8366.666666666666,Petrol,Manual,Used,Liftback,800,0,black,Galkulama Find Out More,3000000.0
Suzuki,Alto,2015,9,112438.5,11243.85,Petrol,Manual,Used,Hatchback,800,0,white,Horagala Find Out More,3900000.0
Suzuki,Alto,2015,9,112438.5,11243.85,Petrol,Manual,Used,Hatchback,800,0,other,Kesbewa Find Out More,4000000.0
Toyota,Vitz,2018,6,75000.0,10714.285714285714,Petrol,Automatic,Used,Hatchback,1000,0,white,Karapitiya,8300000.0
Toyota,Vitz,2019,5,70000.0,11666.666666666666,Hybrid,Automatic,Used,Hatchback,1000,0,white,Anuradhapura,8500000.0
Toyota,Axio,2015,9,112438.5,11243.85,Petrol,Automatic,Used,Saloon,1500,0,black,Anuradhapura Find Out More,9600000.0
